925,816,60
925,816,0
936,827,0
925,816,60
925,816,0
919,848,0
925,816,60
925,816,0
903,872,0
925,816,60
925,816,0
925,816,60
925,816,0
925,816,60
925,816,0
775,938,0
925,816,60
925,816,0
796,920,0
925,816,60
925,816,0
829,905,0
925,816,60
925,816,0
860,899,0
925,816,60
925,816,0
886,897,0
925,816,60
925,816,0
919,897,0
925,816,60
925,816,0
807,641,0
925,816,60
925,816,0
790,649,0
925,816,60
925,816,0
783,658,0
925,816,60
925,816,0
775,662,0
925,816,60
925,816,0
779,757,0
925,816,60
925,816,0
794,773,0
925,816,60
925,816,0
812,786,0
925,816,60
925,816,0
829,794,0
925,816,60
925,816,0
849,800,0
925,816,60
925,816,0
871,804,0
871,804,60
871,804,0
936,827,0
871,804,60
871,804,0
919,848,0
871,804,60
871,804,0
903,872,0
871,804,60
871,804,0
871,804,60
871,804,0
871,804,60
871,804,0
738,973,0
871,804,60
871,804,0
775,938,0
871,804,60
871,804,0
796,920,0
871,804,60
871,804,0
829,905,0
871,804,60
871,804,0
860,899,0
871,804,60
871,804,0
886,897,0
871,804,60
871,804,0
919,897,0
871,804,60
871,804,0
868,602,0
871,804,60
871,804,0
836,622,0
871,804,60
871,804,0
807,641,0
871,804,60
871,804,0
790,649,0
871,804,60
871,804,0
783,658,0
871,804,60
871,804,0
775,662,0
871,804,60
871,804,0
779,757,0
871,804,60
871,804,0
794,773,0
871,804,60
871,804,0
812,786,0
871,804,60
871,804,0
829,794,0
871,804,60
871,804,0
849,800,0
849,800,60
849,800,0
1038,742,0
849,800,60
849,800,0
936,827,0
849,800,60
849,800,0
919,848,0
849,800,60
849,800,0
903,872,0
849,800,60
849,800,0
849,800,60
849,800,0
849,800,60
849,800,0
738,973,0
849,800,60
849,800,0
775,938,0
849,800,60
849,800,0
796,920,0
849,800,60
849,800,0
829,905,0
849,800,60
849,800,0
860,899,0
849,800,60
849,800,0
886,897,0
849,800,60
849,800,0
919,897,0
849,800,60
849,800,0
868,602,0
849,800,60
849,800,0
836,622,0
849,800,60
849,800,0
807,641,0
849,800,60
849,800,0
790,649,0
849,800,60
849,800,0
783,658,0
849,800,60
849,800,0
775,662,0
849,800,60
849,800,0
779,757,0
849,800,60
849,800,0
794,773,0
849,800,60
849,800,0
812,786,0
849,800,60
849,800,0
829,794,0
829,794,60
829,794,0
1038,742,0
829,794,60
829,794,0
936,827,0
